"id","accession_no","seed_id","type","gb_user_id","gv_weight","gv_packet","mr_weight","mr_packet","r_weight","r_packet","b_location_1","b_location_2","us_weight","us_packet","us_location","d_weight","d_packet","d_location_1","d_location_2","c_weight","c_packet","c_location","packing_date","transfer_date"
"1636","BTNC1636","3034","passport","1","40","1","40","1","90","1","B9R2C8",,"47","1","A9T1C3","90","2","D6T1C2",,"40","1","B3R1C2","28-May-15","28-May-15"
"1637","BTNC1637","3048","passport","1","50","1","50","1","100","1","B9R2C8",,"58","1","A9T1C3","114","2","D6T1C2",,"50","1","B3R1C2","28-Jun-15","28-Jun-15"
"1638","BTNC1638","3092","passport","1","32","1","32","1","280","1","B9R2C8",,"140","1","A9T1C3","280","2","D6T1C2",,"33","1","B3R1C2","28-May-15","28-May-15"
"1639","BTNC1639","3070","passport","1","87","1","87","1","240","1","B9R2C8",,"140","1","A9T1C3","280","2","D6T1C2",,"88","1","B3R1C2","28-May-15","28-May-15"
"1640","BTNC1640","3016","passport","1","30","1","29","1","200","1","B9R2C8",,"90","1","A9T1C3","180","2","D6T1C3",,"30","1","A9T1C3","28-May-15","28-May-15"
"1641","BTNC1641","3064","passport","1","50","1","50","1","100","1","B9R2C8",,"70","1","A9T1C3","140","2","D6T1C3",,"50","1","B3R1C2","22-Jun-15","22-Jun-15"
"1642","BTNC1642","3022","passport","1","41","1","41","1","200","1","B9R2C8",,"100","1","A9T1C3","200","2","D6T1C3",,"41","1","B3R1C2","22-Jun-15","22-Jun-15"
"1643","BTNC1643","3116","passport","1","50","1","50","1","100","1","B9R2C8,B9R2C9",,"70","1","A9T1C3","140","2","D6T1C3",,"50","1","B3R1C2","22-Jun-15","22-Jun-15"
"1644","BTNC1644","3058","passport","1","60","1","60","1","120","1","B9R2C9",,"60","1","A9T1C3","120","2","D6T1C3",,"60","1","B3R1C2","22-Jun-15","22-Jun-15"
"1645","BTNC1645","3100","passport","1","50","1","70","1","100","1","B9R2C9",,"70","1","A9T1C3","140","2","D6T1C3",,"50","1","B3R1C2","22-Jun-15","22-Jun-15"
"1646","BTNC1646","3098","passport","1","70","1","70","1","100","1","B9R2C9",,"80","1","A9T1C3","160","2","D6T1C3",,"50","1","B3R1C2","22-Jun-15","22-Jun-15"
"1647","BTNC1647","3041","passport","1","60","1","80","1","140","1","B9R2C9",,"80","1","A9T1C3","160","2","D6T1C3",,"80","1","B3R1C3","22-Jun-15","22-Jun-15"
"1648","BTNC1648","3103","passport","1","90","1","90","1","180","1","B9R2C9",,"100","1","A9T1C3","200","2","D6T1C3",,"80","1","B3R1C3","22-Jun-15","22-Jun-15"
"1649","BTNC1649","3079","passport","1","100","1","100","1","200","1","B9R2C9",,"100","1","A9T1C3","200","2","D6T1C3",,"100","1","B3R1C3","29-Jun-15","29-Jun-15"
"1650","BTNL1650","3013","passport","1","50","1","50","1","200","1","B9R2C9",,"50","1","A9T2C1","100","2","D6T1C3",,"30","1","B3R1C3","22-Jun-15","22-Jun-15"
"1651","BTNL1651","3007","passport","1","50","1","50","1","130","1","B9R1C1",,"100","1","A9T2C1","100","2","D6T1C3",,"30","1","B3R1C3","27-Feb-15","27-Feb-15"
"1652","BTNL1652","3015","passport","1","80","1","80","1","150","1","B9R1C1",,"80","1","A9T2C1","160","2","D6T1C3",,"60","1","B3R1C3","22-Jun-15","22-Jun-15"
"1653","BTNO1653","3101","passport","1","100","1","100","1","150","1","B9R1C1",,"100","1","A9T2C1","200","2","D6T1C3",,"100","1","B3R1C3","22-Jun-15","22-Jun-15"
"1654","BTNL1654","3036","passport","1","36","1","36","1","100","1","B9R1C1",,"70","1","A9T2C1","140","2","D6T1C3",,"36","1","B3R1C3","22-Jun-15","22-Jun-15"
"1655","BTNV1655","4052","passport","1","33","1","33","1","100","1","B9R1C1",,"70","1","A9T2C1","140","2","D6T1C3",,"33","1","B3R1C3","06-Sep-15","06-Sep-15"
"1656","BTNV1656","4087","passport","1","20","1","30","1","70","1","B9R1C1",,"50","1","A9T2C1","100","2","D6T1C3",,"20","1","B3R1C3","22-Jun-15","22-Jun-15"
"1657","BTNV1657","4051","passport","1","50","1","50","1","200","1","B9R1C1",,"100","1","A9T2C1","200","2","D6T1C3",,"50","1","B3R1C3","22-Jun-15","22-Jun-15"
"1658","BTNV1658","4050","passport","1","18","1","18","1","60","1","B9R1C2",,"40","1","A9T2C1","80","2","D6T2C1",,"19","1","B3R1C3","22-Jun-15","22-Jun-15"
"1659","BTNV1659","4102","passport","1","15","1","30","1","100","1","B9R1C2",,"40","1","A9T2C1","80","2","D6T2C1",,"15","1","B3R1C3","22-Jun-15","22-Jun-15"
"1660","BTNV1660","4103","passport","1","20","1","30","1","70","1","B9R1C2",,"40","1","A9T2C1","80","2","D6T2C1",,"20","1","B3R1C3","22-Jun-15","22-Jun-15"
"1661","BTNV1661","4104","passport","1","20","1","30","1","50","1","B9R1C2",,"30","1","A9T2C1","60","2","D6T2C1",,"20","1","B3R1C3","22-Jun-15","22-Jun-15"
"1662","BTNV1662","4105","passport","1","20","1","40","1","70","1","B9R1C2",,"40","1","A9T2C1","80","2","D6T2C1",,"20","1","B3R1C3","22-Jun-15","22-Jun-15"
"1663","BTNV1663","4040","passport","1","20","1","30","1","70","1","B9R1C2",,"30","1","A9T2C1","60","2","D6T2C1",,"20","1","B3R1C3","22-Jun-15","22-Jun-15"
"1664","BTNV1664","4106","passport","1","20","1","25","1","40","1","B9R1C2",,"25","1","A9T2C1","50","2","D6T2C1",,"20","1","B3R1C3","22-Jun-15","22-Jun-15"
"1665","BTNV1665","4090","passport","1","30","1","50","1","100","1","B9R1C2",,"80","1","A9T2C1","100","2","D6T2C1",,"50","1","B3R1C3","22-Jun-15","22-Jun-15"
"1666","BTNC1666","3003","passport","1","69","1","69","1","200","1","B9R1C2",,"100","1","A9T2C1","200","2","D6T2C1",,"70","1","B3R1C3","07-Jul-15","07-Jul-15"
"1667","BTNC1667","3054","passport","1","65","1","67","1","150","1","B9R1C2",,"70","1","A9T2C1","140","2","D6T2C1",,"65","1","B3R1C3","07-Jul-15","07-Jul-15"
"1668","BTNC1668","3108","passport","1","40","1","40","1","100","1","B9R1C2",,"70","1","A9T2C1","140","2","D6T2C1",,"42","1","B3R1C3","07-Jul-15","07-Jul-15"
"1669","BTNC1669","3057","passport","1","45","1","45","1","130","1","B9R1C3",,"80","1","A9T2C1","160","2","D6T2C1",,"47","1","B3R1C3","07-Jul-15","07-Jul-15"
"1670","BTNC1670","3046","passport","1","64","1","64","1","130","1","B9R1C3",,"100","1","A9T2C2","200","2","D6T2C1",,"64","1","B3R1C3","07-Jul-15","07-Jul-15"
"1671","BTNC1671","3111","passport","1","32","1","32","1","100","1","B9R1C3",,"1","1","A9T2C2","80","2","D6T2C1",,"32","1","B3R1C3","07-Jul-15","07-Jul-15"
"1672","BTNC1672","3068","passport","1","39","1","39","1","100","1","B9R1C3",,"90","1","A9T2C2","180","2","D6T2C1",,"12","1","B3R1C3","07-Jul-15","07-Jul-15"
"1673","BTNC1673","3043","passport","1","56","1","55","1","150","1","B9R1C3",,"100","1","A9T2C2","200","2","D6T2C1",,"25","1","B3R1C3","07-Jul-15","07-Jul-15"
"1674","BTNO1674","3042","passport","1","38","1","38","1","150","1","B9R1C3",,"120","1","A9T2C2","240","2","D6T2C1",,"38","1","B3R1C3","07-Jul-15","07-Jul-15"
"1675","BTNC1675","3020","passport","1","37","1","37","1","130","1","B9R1C3",,"70","1","A9T2C2","140","2","D6T2C1",,"36","1","B3R1C3","07-Jul-15","07-Jul-15"
"1676","BTNO1676","3059","passport","1","147","147","120","1","120","1","B9R1C3",,"80","1","A9T2C2","160","2","D6T2C1",,"48","1","B3R1C3","07-Jul-15","07-Jul-15"
"1677","BTNL1677","3035","passport","1","28","1","28","1","100","1","B9R1C3",,"50","1","A9T2C2","100","2","D6T2C1",,"27","1","B3R1C3","07-Jul-15","07-Jul-15"
"1678","BTNC1678","4054","passport","1","120","1","120","1","240","1","B9R1C4",,"140","1","A9T2C2","280","2","D6T2C2",,"90","1","B3R1C4","07-Sep-15","07-Sep-15"
"1679","BTNC1679","4057","passport","1","50","1","50","1","220","1","B9R1C4",,"120","1","A9T2C2","240","2","D6T2C2",,"20","1","B3R1C4","07-Jul-15","07-Jul-15"
"1680","BTNC1680","4055","passport","1","45","1","44","1","220","1","B9R1C4",,"120","1","A9T2C2","240","2","D6T2C2",,"14","1","B3R1C4","07-Jul-15","07-Jul-15"
"1681","BTNC1681","4101","passport","1","50","1","50","1","100","1","B9R1C4",,"50","1","A9T2C2","200","2","D6T2C2",,"20","1","B3R1C4","07-Sep-15","07-Sep-15"
"1682","BTNV1682","4135","passport","1","6","1","6","1","17","1","B9R1C4",,"6","1","A9T2C2","12","2","D6T2C2",,"6","1","B3R1C4","15-Jul-15","15-Jul-15"
"1683","BTNV1683","4136","passport","1","10","1","10","1","50","1","B9R1C4",,"30","1","A9T2C2","60","2","D6T2C2",,"10","1","B3R1C4","15-Jul-15","15-Jul-15"
"1684","BTNC1684","3086","passport","1","160","1","160","1","260","1","B9R1C4",,"160","1","A9T2C2","320","2","D6T2C2",,"160","1","B3R1C4","19-Aug-15","19-Aug-15"
"1685","BTNC1685","3085","passport","1","155","1","155","1","290","1","B9R1C5",,"240","1","A9T2C2","480","2","D6T2C2",,"155","1","B3R1C4","19-Aug-15","19-Aug-15"
"1686","BTNL1686","3008","passport","1","48","1","47","1","100","1","B9R1C5",,"60","1","A9T2C3","120","2","D6T2C2",,"47","1","B3R1C4","19-Aug-15","19-Aug-15"
"1687","BTNC1687","3089","passport","1","130","1","129","1","250","1","B9R1C5",,"170","1","A9T2C3","340","2","D6T2C2",,"129","1","B3R1C4","19-Aug-15","19-Aug-15"
"1688","BTNL1688","3049","passport","1","45","1","43","1","100","1","B9R1C5",,"50","1","A9T2C3","100","2","D6T2C2",,"45","1","B3R1C4","19-Aug-15","19-Aug-15"
"1689","BTNL1689","3009","passport","1","53","1","53","1","100","1","B9R1C5",,"50","1","A9T2C3","100","2","D6T2C2",,"54","1","B3R1C4","19-Aug-15","19-Aug-15"
"1690","BTNL1690","3028","passport","1","56","1","56","1","100","1","B9R1C5",,"60","1","A9T2C3","120","2","D6T2C2",,"56","1","B3R1C4","19-Aug-15","19-Aug-15"
"1691","BTNC1691","3965","passport","1","180","1","180","1","280","1","B9R1C5, B9R1C6",,"136","1","A9T2C3","360","2","D6T2C2",,"180","1","B3R1C4","28-Aug-15","28-Aug-15"
"1692","BTNC1692","3828","passport","1","52","1","52","1","260","1","B9R1C6",,"139","1","A9T2C3","340","2","D6T2C2",,"50","1","B3R1C4","28-Aug-15","28-Aug-15"
"1693","BTNC1693","3999","passport","1","75","1","75","1","240","1","B9R1C6",,"92","1","A9T2C3","269","2","D6T2C3",,"75","1","B3R1C4","28-Aug-15","28-Aug-15"
"1694","BTNC1694","3892","passport","1","42","1","43","1","230","1","B9R1C6",,"99","1","A9T2C3","260","2","D6T2C3",,"43","1","B3R1C4","28-Aug-15","28-Aug-15"
"1695","BTNC1695","3848","passport","1","62","1","62","1","200","1","B9R1C6",,"100","1","A9T2C3","200","2","D6T2C3",,"62","1","B3R1C4","28-Aug-15","28-Aug-15"
"1696","BTNC1696","3893","passport","1","63","1","65","1","200","1","B9R1C6",,"120","1","A9T2C3","240","2","D6T2C3",,"63","1","B3R1C4","28-Aug-15","28-Aug-15"
"1697","BTNC1697","3893","passport","1","63","1","65","1","200","1","B9R1C6",,"84","1","A9T2C3","240","2","D6T2C3",,"63","1","B3R1C4","28-Aug-15","28-Aug-15"
"1698","BTNC1698","4017","passport","1","29","1","30","1","60","1","B9R1C6",,"30","1","A9T2C3","60","2","D6T2C3",,"29","1","B3R1C4","28-Aug-15","28-Aug-15"
"1699","BTNC1699","3998","passport","1","57","1","57","1","150","1","B9R1C6, B9R1C7,",,"100","1","A9T2C3","200","2","D6T2C3",,"57","1","B3R1C4","28-Aug-15","28-Aug-15"
"1700","BTNC1700","4008","passport","1","150","1","85","1","250","1","B9R1C7",,"150","1","A9T2C3","300","2","D6T2C3",,"120","1","B3R1C4","28-Aug-15","28-Aug-15"
"1701","BTNC1701","3858","passport","1","140","1","140","1","260","1","B9R1C7",,"170","1","A9T2C3","340","2","D6T2C3",,"118","1","B3R1C4","09-Jan-15","09-Jan-15"
"1702","BTNC1702","3825","passport","1","49","1","49","1","240","1","B9R1C7",,"140","1","A9T3C1","280","2","D6T2C3",,"20","1","B3R1C4","09-Jan-15","09-Jan-15"
"1703","BTNC1703","4009","passport","1","140","1","140","1","240","1","B9R1C7",,"140","1","A9T3C1","140","2","D6T2C3",,"110","1","B3R1C5","09-Jan-15","09-Jan-15"
"1704","BTNC1704","3837","passport","1","90","1","90","1","240","1","B9R1C8",,"140","1","A9T3C1","280","2","D6T2C3",,"60","1","B3R1C5","09-Jan-15","09-Jan-15"
"1705","BTNC1705","3856","passport","1","89","1","89","1","240","1","B9R1C8",,"140","1","A9T3C1","280","2","D6T2C3",,"59","1","B3R1C5","09-Jan-15","09-Jan-15"
"1706","BTNC1706","3844","passport","1","47","1","47","1","200","1","B9R1C8",,"60","1","A9T3C1","120","2","D6T2C3",,"17","1","B3R1C5","09-Jan-15","09-Jan-15"
"1707","BTNC1707","3862","passport","1","33","1","33","1","200","1","B9R1C8",,"100","1","A9T3C1","200","2","D6T3C1",,"3","1","B3R1C5","09-Jan-15","09-Jan-15"
"1708","BTNC1708","4039","passport","1","55","1","55","1","240","1","B9R1C8",,"130","1","A9T3C1","260","2","D6T3C1",,"25","1","B3R1C5","09-Jan-15","09-Jan-15"
"1709","BTNC1709","3882","passport","1","44","1","44","1","200","1","B9R1C8",,"100","1","A9T3C1","200","2","D6T3C1",,"14","1","B3R1C5","09-Jan-15","09-Jan-15"
"1710","BTNC1710","3984","passport","1","20","1","20","1","40","1","B9R1C8",,"30","1","A9T3C1","60","2","D6T3C1",,"-10","1","B3R1C5","09-Jan-15","09-Jan-15"
"1711","BTNC1711","3911","passport","1","118","1","118","1","240","1","B9R1C9",,"140","1","A9T3C1","280","2","D6T3C1",,"116","1","B3R1C5","09-Jan-15","09-Jan-15"
"1712","BTNC1712","4012","passport","1","140","1","140","1","240","1","B9R1C9",,"140","1","A9T3C1","280","2","D6T3C1",,"140","1","B3R1C5","09-Jan-15","09-Jan-15"
"1713","BTNC1713","3957","passport","1","160","1","160","1","300","1","B9R1C9",,"160","1","A9T3C1","320","2","D6T3C1",,"160","1","B3R1C5","09-Jan-15","09-Jan-15"
"1714","BTNL1714","4170","passport","1","66","1","66","1","240","1","B9R1C9",,"140","1","A9T3C1","280","2","D6T3C1",,"66","1","B3R1C5","09-Jan-15","09-Jan-15"
"1715","BTNC1715","3823","passport","1","72","1","72","1","240","1","B9R1C9",,"140","1","A9T3C1","280","2","D6T3C1",,"98","1","B3R1C5","09-Oct-15","09-Oct-15"
"1716","BTNC1716","3865","passport","1","72","1","72","1","240","1","B10R3C1",,"140","1","A9T3C2","280","2","D6T3C1",,"41","1","B3R1C5","09-Oct-15","09-Oct-15"
"1717","BTNC1717","3868","passport","1","140","1","140","1","240","1","B10R3C1",,"140","1","A9T3C2","280","2","D6T3C1",,"110","1","B3R1C5","09-Oct-15","09-Oct-15"
"1718","BTNC1718","3866","passport","1","120","1","120","1","240","1","B10R3C1",,"140","1","A9T3C2","280","2","D6T3C1",,"90","1","B3R1C5","09-Oct-15","09-Oct-15"
"1719","BTNC1719","3859","passport","1","102","1","102","1","240","1","B10R3C1",,"140","1","A9T3C2","280","2","D6T3C1",,"70","1","B3R1C5","09-Oct-15","09-Oct-15"
"1720","BTNC1720","4171","passport","1","140","1","140","1","240","1","B10R3C1",,"140","1","A9T3C2","280","2","D6T3C2",,"110","1","B3R1C5","09-Oct-15","09-Oct-15"
"1721","BTNC1721","3826","passport","1","140","1","110","1","240","1","B10R3C2",,"140","1","A9T3C2","280","2","D6T3C2",,"110","1","B3R1C5","24-Aug-15","24-Aug-15"
"1722","BTNC1722","3881","passport","1","100","1","100","1","240","1","B10R3C2",,"140","1","A9T3C2","280","2","D6T3C2",,"70","1","B3R1C5","28-Sep-09","28-Sep-09"
"1723","BTNC1723","3824","passport","1","86","1","86","1","240","1","B10R3C2",,"140","1","A9T3C2","280","2","D6T3C2",,"55","1","B3R1C6","09-Nov-15","09-Nov-15"
"1724","BTNC1724","3903","passport","1","116","1","140","1","240","1","B10R3C2",,"140","1","A9T3C2","280","2","D6T3C2",,"110","1","B3R1C6","09-Nov-15","09-Nov-15"
"1725","BTNC1725","3879","passport","1","40","1","39","1","240","1","B10R3C2",,"140","1","A9T3C2","280","2","D6T3C2",,"10","1","B3R1C6","08-Nov-15","08-Nov-15"
"1726","BTNC1726","3863","passport","1","120","1","120","1","240","1","B10R3C3",,"140","1","A9T3C2","280","2","D6T3C2",,"90","1","B3R1C6","09-Nov-15","09-Nov-15"
"1727","BTNL1727","3831","passport","1","30","1","30","1","286","1","B10R3C3",,"35","1","A9T3C2","70","2","D6T3C2",,"30","1","B3R1C6","14-Sep-15","14-Sep-15"
"1728","BTNL1728","3038","passport","1","40","1","40","1","300","1","B10R3C3",,"40","1","A9T3C2","80","2","D6T3C2",,"40","1","B3R1C6","14-Sep-15","14-Sep-15"
"1729","BTNL1729","3014","passport","1","25","1","25","1","130","1","B10R3C3",,"30","1","A9T3C3","50","2","D6T3C2",,"25","1","B3R1C6","14-Sep-15","14-Sep-15"
"1730","BTNL1730","3091","passport","1","35","1","35","1","137","1","B10R3C3",,"35","1","A9T3C3","70","2","D6T3C2",,"35","1","B3R1C6","14-Sep-15","14-Sep-15"
"1731","BTNL1731","4172","passport","1","37","1","37","1","60","1","B10R3C3",,"50","1","A9T3C3","100","2","D6T3C2",,"37","1","B3R1C6","14-Jan-15","14-Jan-15"
"1732","BTNL1732","3027","passport","1","36","1","37","1","60","1","B10R3C3",,"50","1","A9T3C3","100","2","D6T3C2",,"37","1","B3R1C6","14-Sep-15","14-Sep-15"
"1733","BTNL1733","3080","passport","1","66","1","66","1","100","1","B10R3C3,B10R3C4",,"70","1","A9T3C3","140","2","D6T3C2",,"66","1","B3R1C6","14-Sep-15","14-Sep-15"
"1734","BTNV1734","4112","passport","1","28","1","28","1","100","1","B10R3C4",,"50","1","A9T3C3","100","2","D6T3C2",,"25","1","B3R1C6","15-Sep-15","15-Sep-15"
"1735","BTNV1735","4110","passport","1","34","1","34","1","70","1","B10R3C4",,"40","1","A9T3C3","80","2","D6T3C2",,"34","1","B3R1C6","15-Sep-15","15-Sep-15"
"1736","BTNV1736","4126","passport","1","33","1","33","1","70","1","B10R3C4",,"40","1","A9T3C3","80","2","D6T3C3",,"33","1","B3R1C6","15-Sep-15","15-Sep-15"
"1737","BTNV1737","4127","passport","1","24","1","24","1","70","1","B10R3C4",,"50","1","A9T3C3","100","2","D6T3C3",,"34","1","B3R1C6","05-Feb-15","05-Feb-15"
"1738","BTNV1738","4117","passport","1","14","1","14","1","50","1","B10R3C4",,"30","1","A9T3C3","60","2","D6T3C3",,"14","1","B3R1C6","04-Feb-15","04-Feb-15"
"1739","BTNV1739","4130","passport","1","11","1","11","1","50","1","B10R3C4",,"30","1","A9T3C3","60","2","D6T3C3",,"11","1","B3R1C6","15-Sep-15","15-Sep-15"
"1740","BTNV1740","4111","passport","1","8","1","8","1","50","1","B10R3C4",,"40","1","A9T3C3","80","2","D6T3C3",,"8","1","B3R1C6","15-Sep-15","15-Sep-15"
"1741","BTNV1741","4129","passport","1","10","1","9","1","50","1","B10R3C4",,"30","1","A9T3C3","60","2","D6T3C3",,"10","1","B3R1C6","15-Sep-15","15-Sep-15"
"1742","BTNV1742","4115","passport","1","4","1","4","1","40","1","B10R3C4",,"20","1","A9T3C3","40","2","D6T3C3",,"4","1","B3R1C6","15-Sep-15","15-Sep-15"
"1743","BTNV1743","2976","passport","1","6","1","6","1","40","1","B10R3C4",,"20","1","A9T3C3","40","2","D6T3C3",,"6","1","B3R1C6","25-Nov-15","25-Nov-15"
"1744","BTNV1744","2975","passport","1","9","1","9","1","50","1","B10R3C4",,"30","1","A9T3C3","60","2","D6T3C3",,"9","1","B3R1C6","15-Sep-15","15-Sep-15"
"1745","BTNV1745","4047","passport","1","2","1","2","1","10","1","B10R3C4",,"4","1","A9T3C3","8","2","D6T3C3",,"1","1","B3R1C6","15-Sep-15","15-Sep-15"
"1746","BTNV1746","3698","passport","1","20","1","14","1","70","1","B10R3C4",,"50","1","A9T3C3","100","2","D6T3C3",,"14","1","B3R1C6","15-Sep-15","15-Sep-15"
"1747","BTNV1747","3761","passport","1","6","1","6","1","20","1","B10R3C4",,"15","1","A9T3C3","30","2","D6T3C3",,"6","1","B3R1C6","15-Sep-15","15-Sep-15"
"1748","BTNV1748","4178","passport","1","5","1","5","1","40","1","B10R3C5",,"20","1","A9T3C3","40","2","D6T3C3",,"5","1","B3R1C6","15-Sep-15","15-Sep-15"
"1749","BTNV1749","3737","passport","1","12","1","12","1","40","1","B10R3C5",,"20","1","A9T3C3","40","2","D6T3C3",,"12","1","B3R1C6","15-Sep-15","15-Sep-15"
"1750","BTNV1750","3744","passport","1","17","1","17","1","40","1","B10R3C5",,"30","1","A9T3C3","60","2","D6T3C3",,"17","1","B3R1C6","15-Sep-15","15-Sep-15"
"1751","BTNV1751","3764","passport","1","5","1","5","1","40","1","B10R3C5",,"24","1","A9T3C3","48","2","D6T3C3",,"5","1","B3R1C6","15-Sep-15","15-Sep-15"
"1752","BTNV1752","3765","passport","1","4","1","4","1","40","1","B10R3C5",,"20","1","A9T3C3","40","2","D6T3C3",,"4","1","B3R1C6","15-Sep-15","15-Sep-15"
"1753","BTNV1753","803","passport","1","10","1","10","1","20","1","B10R3C5",,"10","1","A9T3C3","20","2","D6T3C3",,"10","1","B3R1C6","15-Sep-15","15-Sep-15"
"1754","BTNV1754","3021","passport","1","5","1","5","1","20","1","B10R3C5",,"15","1","A9T3C3","30","2","D6T3C3",,"5","1","B3R1C6","09-May-15","09-May-15"
"1755","BTNV1755","3762","passport","1","4","1","4","1","30","1","B10R3C5",,"20","1","A9T3C3","40","2","D6T3C3",,"4","1","B3R1C6","15-Sep-15","15-Sep-15"
"1756","BTNV1756","718","passport","1","2","1","2","1","10","1","B10R3C5",,"4","1","A9T3C3","8","2","D6T3C3",,"2","1","B3R1C6","15-Sep-15","15-Sep-15"
"1757","BTNV1757","2921","passport","1","3","1","3","1","10","1","B10R3C5",,"4","1","A9T4C1","8","2","D6T3C3",,"3","1","B3R1C6","15-Sep-15","15-Sep-15"
"1758","BTNV1758","3623","passport","1","1","1","1","1","7","1","B10R3C5",,"1","1","A9T4C1","4","2","D6T3C3",,"1","1","B3R1C6","15-Sep-15","15-Sep-15"
"1759","BTNV1759","3404","passport","1","1","1","1","1","5","1","B10R3C5",,"1","1","A9T4C1","4","2","D6T3C3",,"1","1","B3R1C6","15-Sep-15","15-Sep-15"
"1760","BTNV1760","3971","passport","1","17","1","17","1","50","1","B10R3C5",,"40","1","A9T4C1","80","2","D6T3C3",,"17","1","B3R1C6","15-Sep-15","15-Sep-15"
"1761","BTNV1761","4173","passport","1","6","1","6","1","50","1","B10R3C5",,"40","1","A9T4C1","80","2","D6T3C3",,"6","1","B3R1C6","15-Sep-15","15-Sep-15"
"1762","BTNV1762","3941","passport","1","6","1","6","1","40","1","B10R3C5",,"20","1","A9T4C1","40","2","D6T3C3",,"6","1","B3R1C6","15-Sep-15","15-Sep-15"
"1763","BTNV1763","3921","passport","1","5","1","5","1","40","1","B10R3C5",,"20","1","A9T4C1","40","2","D6T3C3",,"5","1","B3R1C7","15-Sep-15","15-Sep-15"
"1764","BTNV1764","4174","passport","1","6","1","6","1","25","1","B10R3C5",,"10","1","A9T4C1","20","2","D6T3C3",,"6","1","B3R1C7","15-Sep-15","15-Sep-15"
"1765","BTNV1765","3767","passport","1","2","1","2","1","10","1","B10R3C5",,"4","1","A9T4C1","8","2","D6T3C3",,"2","1","B3R1C7","15-Sep-15","15-Sep-15"
